LSOA Code,2011_summary,2021_summary,Population_2021,Population_2011,crime_2011,crime_2021
E01001815,78,130,1835,1774,0.043968432919954906,0.07084468664850137
E01001816,139,154,1566,1631,0.08522378908645004,0.0983397190293742
E01001819,100,114,1629,1579,0.06333122229259025,0.06998158379373849
E01001820,100,125,1414,1464,0.06830601092896176,0.0884016973125884
E01001821,81,172,1344,1470,0.05510204081632653,0.12797619047619047
E01001822,142,194,2013,1793,0.07919687674288901,0.09637357178340784
E01001823,81,118,1691,1757,0.04610130904951622,0.06978119455943228
E01001824,119,161,1657,1512,0.0787037037037037,0.0971635485817743
E01001825,48,75,1344,1593,0.030131826741996232,0.05580357142857143
E01001826,71,84,1588,1738,0.040851553509781355,0.05289672544080604
E01001827,127,133,1692,1902,0.06677181913774974,0.07860520094562648
E01001828,147,195,2045,2049,0.07174231332357248,0.09535452322738386
E01001829,164,147,1785,1787,0.09177392277560156,0.08235294117647059
E01001830,268,283,1917,1899,0.14112690889942076,0.1476264997391758
E01001831,322,252,1728,1685,0.1910979228486647,0.14583333333333334
E01001832,137,135,1657,1630,0.08404907975460123,0.08147254073627037
E01001833,154,164,2085,2149,0.07166123778501629,0.07865707434052757
E01001834,147,156,1986,2070,0.07101449275362319,0.07854984894259819
E01001835,68,85,1233,1257,0.05409705648369133,0.0689375506893755
E01001836,214,213,1881,1872,0.11431623931623931,0.11323763955342903
E01001837,165,125,1501,1490,0.11073825503355705,0.0832778147901399
E01001838,128,137,1818,1739,0.07360552041403105,0.07535753575357536
E01001839,323,527,2386,2231,0.14477812640071716,0.22087175188600167
E01001840,128,129,1670,1676,0.07637231503579953,0.07724550898203593
E01001841,117,110,1369,1412,0.08286118980169972,0.08035062089116143
E01001842,96,111,1504,1597,0.06011271133375078,0.07380319148936171
E01001843,74,85,1190,1243,0.05953338696701529,0.07142857142857142
E01001844,193,205,1946,2022,0.09545004945598418,0.10534429599177801
E01001845,117,127,1603,1549,0.07553260167850226,0.0792264504054897
E01001846,117,143,1253,1215,0.0962962962962963,0.11412609736632083
E01001847,85,227,1318,1130,0.0752212389380531,0.17223065250379363
E01001848,142,245,2023,1647,0.0862173649058895,0.12110726643598616
E01001849,253,333,2451,2361,0.10715798390512495,0.13586291309669524
E01001850,120,147,1822,1809,0.06633499170812604,0.08068057080131723
E01001851,132,69,1449,1628,0.08108108108108109,0.047619047619047616
E01001852,144,129,1598,1790,0.08044692737430167,0.08072590738423029
E01001853,125,97,1471,1535,0.08143322475570032,0.06594153636981645
E01001854,178,147,1748,1720,0.10348837209302325,0.08409610983981694
E01001855,142,116,1658,1673,0.08487746563060371,0.06996381182147166
E01001856,182,173,1641,1680,0.10833333333333334,0.10542352224253504
E01001857,521,454,1551,1483,0.35131490222521916,0.2927143778207608
E01001858,157,141,1775,1806,0.08693244739756367,0.07943661971830986
E01001859,87,139,2710,2527,0.03442817570241393,0.05129151291512915
E01001860,174,268,1688,1778,0.09786276715410573,0.15876777251184834
E01001861,145,138,1393,1498,0.09679572763684913,0.0990667623833453
E01001862,134,150,1784,1769,0.07574901074053138,0.08408071748878924
E01001863,111,115,1379,1530,0.07254901960784314,0.08339376359680928
E01001864,93,106,1512,1574,0.0590851334180432,0.0701058201058201
E01001865,90,96,1565,1680,0.05357142857142857,0.06134185303514377
E01001866,211,144,1502,1580,0.13354430379746834,0.09587217043941411
E01001867,72,58,1175,1366,0.0527086383601757,0.04936170212765958
E01001868,100,119,1254,1342,0.07451564828614009,0.094896331738437
E01001869,110,198,1391,1336,0.08233532934131736,0.14234363767074049
E01001870,148,121,1676,1937,0.07640681466184822,0.07219570405727924
E01001871,117,96,1524,1614,0.0724907063197026,0.06299212598425197
E01001872,129,82,1315,1615,0.07987616099071207,0.0623574144486692
E01001873,125,92,1526,1462,0.08549931600547196,0.06028833551769332
E01001875,201,190,1838,1838,0.10935799782372144,0.10337323177366703
E01001876,293,286,2359,2213,0.13239945774966108,0.12123781263247138
E01001877,178,193,1396,1341,0.13273676360924683,0.13825214899713467
E01001878,84,125,1613,1681,0.049970255800118976,0.07749535027898326
E01001879,151,118,1462,1483,0.10182063385030343,0.08071135430916553
E01001880,166,148,1455,1493,0.11118553248492967,0.10171821305841924
E01001881,367,260,1873,1618,0.226823238566131,0.1388147357180993
E01001882,168,131,1646,1765,0.09518413597733712,0.0795868772782503
E01001883,106,110,1881,1492,0.07104557640750671,0.05847953216374269
E01001884,227,254,1796,1842,0.12323561346362649,0.14142538975501115
E01001885,76,106,1289,1310,0.05801526717557252,0.08223429014740109
E01001886,158,130,1548,1579,0.10006333122229259,0.08397932816537468
E01001887,114,104,1505,1529,0.07455853499018966,0.0691029900332226
E01001888,113,81,1580,1622,0.06966707768187423,0.05126582278481013
E01001889,125,111,1375,1402,0.0891583452211127,0.08072727272727273
E01001890,254,314,1682,1820,0.13956043956043956,0.18668252080856124
E01001891,202,211,2545,2039,0.09906817067189799,0.08290766208251474
E01001892,106,107,1330,1371,0.07731582786287382,0.08045112781954887
E01001893,151,133,1483,1251,0.12070343725019984,0.08968307484828052
E01001894,387,327,1347,1324,0.29229607250755285,0.24276169265033407
E01001895,112,124,1479,1600,0.07,0.08384043272481406
E01001896,136,128,1391,1555,0.08745980707395498,0.09202012940330698
E01001897,119,91,1339,1457,0.08167467398764584,0.06796116504854369
E01001898,792,872,2100,1599,0.49530956848030017,0.41523809523809524
E01001899,601,571,1636,1377,0.4364560639070443,0.34902200488997553
E01001900,330,213,1732,1775,0.18591549295774648,0.12297921478060046
E01001901,126,81,1607,1618,0.07787391841779975,0.05040448039825762
E01001902,120,90,1673,1701,0.07054673721340388,0.05379557680812911
E01001903,193,139,1450,1651,0.11689884918231375,0.09586206896551724
E01001904,121,83,1587,1584,0.0763888888888889,0.05229993698802773
E01001905,116,77,1706,1703,0.06811509101585438,0.045134818288393906
E01001906,109,69,1451,1444,0.07548476454293629,0.04755341144038594
E01001907,94,57,1282,1304,0.07208588957055215,0.044461778471138844
E01001908,153,118,1352,1641,0.09323583180987204,0.08727810650887574
E01001909,162,88,1774,1830,0.08852459016393442,0.0496054114994363
E01001910,113,98,1326,1509,0.07488402915838303,0.07390648567119155
E01001911,151,112,1714,1762,0.08569807037457434,0.06534422403733955
E01001912,169,167,1459,1604,0.10536159600997506,0.11446196024674435
E01001913,164,118,1364,1545,0.10614886731391586,0.08651026392961877
E01001914,290,161,1506,1718,0.16880093131548313,0.10690571049136786
E01001915,203,161,1441,1474,0.13772048846675713,0.11172796668979876
E01001916,109,58,1288,1386,0.07864357864357864,0.04503105590062112
E01001917,109,78,1545,1458,0.0747599451303155,0.05048543689320388
E01001918,113,75,1500,1515,0.0745874587458746,0.05
E01001919,103,47,1555,1612,0.06389578163771713,0.03022508038585209
E01001920,362,297,1449,1512,0.23941798941798942,0.20496894409937888
E01001921,198,140,1444,1535,0.1289902280130293,0.09695290858725762
E01001922,220,131,1617,1601,0.13741411617738913,0.08101422387136673
E01001923,162,105,1511,1485,0.10909090909090909,0.06949040370615486
E01001924,108,74,1561,1592,0.0678391959798995,0.04740550928891736
E01001925,162,109,1543,1617,0.10018552875695733,0.07064160725858717
E01001926,126,68,1365,1454,0.08665749656121045,0.04981684981684982
E01001927,103,66,1370,1503,0.06852960745176315,0.04817518248175182
E01001928,221,134,1815,1711,0.12916423144360023,0.07382920110192838
E01001929,113,102,1368,1256,0.08996815286624203,0.07456140350877193
E01001930,153,123,1755,1841,0.08310700706137969,0.07008547008547009
E01001931,109,86,1298,1495,0.07290969899665552,0.0662557781201849
E01001932,431,325,1563,1628,0.26474201474201475,0.20793346129238643
E01001933,173,133,1523,1319,0.13115996967399546,0.08732764281024294
E01001934,140,114,1974,1623,0.0862600123228589,0.057750759878419454
E01001935,161,150,2033,2053,0.0784218217243059,0.07378258730939498
E01001937,165,105,1809,1816,0.0908590308370044,0.05804311774461028
E01001938,123,98,1545,1562,0.07874519846350832,0.0634304207119741
E01001940,185,177,1535,1606,0.11519302615193026,0.11530944625407166
E01001941,717,421,1546,1682,0.4262782401902497,0.2723156532988357
E01001942,232,180,1816,1865,0.12439678284182305,0.09911894273127753
E01001943,2206,1734,2225,1953,1.1295442908346134,0.7793258426966292
E01001944,140,190,1676,1689,0.08288928359976318,0.11336515513126491
E01001945,184,155,1688,1744,0.10550458715596331,0.09182464454976304
E01001946,109,142,1892,1625,0.06707692307692308,0.07505285412262157
E01001947,73,142,1443,1445,0.05051903114186851,0.0984060984060984
E01001948,192,152,1889,2006,0.09571286141575275,0.08046585494970884
E01001949,97,63,1419,1549,0.06262104583602324,0.04439746300211417
E01001950,146,123,1493,1595,0.09153605015673981,0.08238446081714669
E01001951,127,108,1500,1613,0.07873527588344699,0.072
E01001952,158,125,1658,1622,0.09741060419235512,0.07539203860072376
E01001953,399,289,1450,1371,0.2910284463894967,0.1993103448275862
E01001954,135,128,1526,1525,0.08852459016393442,0.08387942332896461
E01001955,161,178,2105,1806,0.08914728682170543,0.0845605700712589
E01001956,129,110,1600,1600,0.080625,0.06875
E01001957,107,93,1619,1617,0.06617192331478046,0.05744286596664608
E01001958,94,122,1729,1661,0.056592414208308246,0.07056101792943899
E01001959,123,135,2050,1714,0.07176196032672112,0.06585365853658537
E01001960,170,151,1768,1888,0.09004237288135593,0.08540723981900453
E01001961,140,172,1603,1550,0.09032258064516129,0.10729881472239551
E01001962,113,85,1830,1751,0.06453455168475157,0.04644808743169399
E01001963,124,90,1790,1813,0.06839492553778267,0.05027932960893855
E01001964,107,98,1618,1591,0.06725329981143935,0.06056860321384425
E01001965,63,68,1652,1624,0.03879310344827586,0.04116222760290557
E01001966,469,189,1405,1511,0.31039046988749175,0.13451957295373665
E01001967,94,81,1492,1654,0.056831922611850064,0.054289544235924934
E01001968,101,75,1604,1834,0.05507088331515812,0.046758104738154616
E01001969,138,123,1996,1896,0.07278481012658228,0.06162324649298597
E01001970,188,192,1910,2004,0.09381237524950099,0.10052356020942409
E01001971,158,285,1882,2015,0.07841191066997519,0.1514346439957492
E01001972,111,117,1649,1676,0.0662291169451074,0.07095209217707701
E01001973,311,216,2514,2259,0.13767153607791058,0.08591885441527446
E01001974,111,113,2204,2206,0.05031731640979148,0.05127041742286751
E01001975,110,147,1823,1724,0.06380510440835267,0.08063631376851343
E01001976,125,171,1867,1624,0.0769704433497537,0.09159078735940011
E01001977,161,121,1541,1584,0.10164141414141414,0.07852044127190136
E01001978,182,230,1931,1906,0.09548793284365163,0.11910926980838944
E01001979,381,402,2265,2206,0.17271078875793291,0.17748344370860927
E01001980,122,144,1819,1984,0.06149193548387097,0.07916437603078615
E01001981,106,141,1806,1769,0.059920859242509894,0.07807308970099668
E01001982,131,122,1813,1780,0.07359550561797752,0.06729178157749587
E01001983,104,121,1644,1659,0.06268836648583484,0.07360097323600973
E01001984,90,102,1705,1596,0.05639097744360902,0.05982404692082111
E01001985,95,77,1591,1690,0.05621301775147929,0.04839723444374607
E01001986,102,70,1598,1645,0.06200607902735562,0.04380475594493116
E01001987,101,93,1704,1851,0.05456509994597515,0.05457746478873239
E01001988,102,94,1639,1767,0.057724957555178265,0.05735204392922514
E01001989,169,101,1717,1729,0.09774436090225563,0.058823529411764705
E01001990,334,351,1943,2150,0.15534883720930232,0.1806484817292846
E01001991,95,90,1685,1685,0.05637982195845697,0.05341246290801187
E01001992,86,111,1794,1705,0.05043988269794721,0.061872909698996656
E01001993,75,73,1635,1675,0.04477611940298507,0.044648318042813454
E01001994,77,66,1799,1785,0.043137254901960784,0.03668704836020011
E01001995,147,112,2674,2391,0.06148055207026349,0.041884816753926704
E01001996,114,67,1493,1629,0.06998158379373849,0.044876088412592094
E01001997,260,196,1754,1586,0.16393442622950818,0.11174458380843785
E01001998,111,102,1945,2078,0.0534167468719923,0.05244215938303342
E01001999,203,235,2423,2018,0.10059464816650149,0.09698720594304581
E01002000,104,123,1747,1709,0.060854300760678756,0.07040641099026904
E01002001,84,82,1603,1679,0.05002977963073258,0.051154086088583905
E01002002,409,680,1677,1822,0.22447859495060374,0.4054859868813357
E01002003,181,343,2575,2177,0.08314193844740468,0.13320388349514564
E01002004,97,118,1786,1904,0.050945378151260504,0.06606942889137737
E01002005,85,128,1446,1698,0.05005889281507656,0.08852005532503458
E01002006,66,77,1526,1611,0.040968342644320296,0.05045871559633028
E01002007,99,68,1444,1677,0.059033989266547404,0.04709141274238227
E01002008,122,86,1386,1557,0.0783558124598587,0.06204906204906205
E01002009,145,98,1409,1729,0.08386350491613649,0.0695528743789922
E01002010,158,79,1632,1651,0.09569957601453664,0.04840686274509804
E01002011,148,141,1743,1723,0.08589669181659895,0.08089500860585198
E01002013,71,60,1352,1402,0.05064194008559201,0.04437869822485207
E01002014,185,245,1776,1723,0.1073708647707487,0.13795045045045046
E01002015,68,106,1424,1480,0.04594594594594595,0.07443820224719101
E01002016,92,92,1929,1955,0.047058823529411764,0.04769310523587351
E01002017,112,148,1600,1828,0.061269146608315096,0.0925
E01002018,61,73,1354,1423,0.04286718200983837,0.05391432791728213
E01002019,98,84,1376,1308,0.07492354740061162,0.061046511627906974
E01002020,124,112,1549,1567,0.07913209955328654,0.07230471271788251
E01002021,68,64,1439,1469,0.04628999319264806,0.04447533009034051
E01002022,313,366,2178,1924,0.16268191268191268,0.16804407713498623
E01002023,69,65,1388,1470,0.04693877551020408,0.0468299711815562
E01002024,77,74,1255,1328,0.05798192771084337,0.05896414342629482
E01002025,86,54,1485,1712,0.05023364485981308,0.03636363636363636
E01002026,1087,1174,1780,1626,0.6685116851168512,0.6595505617977528
E01002027,72,129,1459,1545,0.04660194174757282,0.0884167237834133
E01002028,122,141,1655,1777,0.0686550365785031,0.08519637462235649
E01002029,684,603,2138,1737,0.39378238341968913,0.28203928905519177
E01002030,142,173,1574,1657,0.08569704284852142,0.10991105463786531
E01002031,571,526,1873,1946,0.2934224049331963,0.2808328884143086
E01002032,98,210,1813,1817,0.05393505778756191,0.11583011583011583
E01002033,106,178,1800,1910,0.05549738219895288,0.09888888888888889
E01002034,410,746,2471,1853,0.22126281705342687,0.301902063941724
E01002036,208,279,1861,1627,0.12784265519360788,0.14991939817302524
E01002037,296,365,1686,1839,0.16095704187058185,0.21648873072360617
E01002038,228,310,1826,1655,0.1377643504531722,0.16976998904709747
E01002039,149,210,1681,1612,0.0924317617866005,0.12492563950029745
E01002040,136,267,2312,2061,0.06598738476467735,0.11548442906574395
E01002041,119,166,1869,1890,0.06296296296296296,0.0888175494917068
E01002042,133,266,1535,1466,0.09072305593451568,0.1732899022801303
E01002043,154,243,1823,2024,0.07608695652173914,0.1332967635765222
E01002044,125,159,1808,1746,0.0715922107674685,0.08794247787610619
E01002045,160,209,2121,2204,0.07259528130671507,0.09853842527109855
E01002046,160,146,1658,1726,0.09269988412514485,0.08805790108564536
E01002047,130,164,1642,1683,0.07724301841948901,0.09987819732034105
E01002048,96,160,1920,1973,0.048656867714140906,0.08333333333333333
E01002049,136,186,1900,1887,0.07207207207207207,0.09789473684210526
E01002050,74,75,1976,1883,0.03929899097185342,0.03795546558704453
E01002051,192,251,1908,1690,0.1136094674556213,0.13155136268343814
E01002052,81,97,2150,2006,0.04037886340977069,0.045116279069767444
E01002053,118,156,2052,1753,0.06731317741015402,0.07602339181286549
E01002054,101,185,1685,1736,0.058179723502304145,0.10979228486646884
E01002055,178,90,2066,1660,0.10722891566265061,0.04356243949661181
E01002056,134,271,2920,1980,0.06767676767676768,0.09280821917808219
E01002057,199,176,1824,1591,0.12507856693903205,0.09649122807017543
E01002058,215,237,1558,1708,0.12587822014051522,0.1521181001283697
E01002059,67,86,1561,1677,0.03995229576624926,0.05509288917360666
E01002060,76,66,1704,1760,0.04318181818181818,0.03873239436619718
E01002061,141,86,1516,1690,0.0834319526627219,0.05672823218997362
E01002062,127,109,1740,1870,0.0679144385026738,0.06264367816091954
E01002063,117,131,1506,1593,0.07344632768361582,0.08698539176626827
E01002064,77,114,1486,1519,0.05069124423963134,0.07671601615074024
E01002065,142,192,1570,1685,0.08427299703264095,0.12229299363057325
E01002066,239,303,2599,1838,0.13003264417845484,0.11658330126971912
E01002067,179,189,1735,1695,0.1056047197640118,0.10893371757925072
E01002068,420,468,2261,1839,0.22838499184339314,0.20698805838124723
E01002069,394,541,2092,1940,0.20309278350515464,0.258604206500956
